id,username,msgtime,star,comment,effflag,storeid,segmented
1128,陳水母,6 個月前,2,一般餐點CP值真的不高(無菜單不知道 但也沒有意願再訪) 點的是鍋燒套餐 鍋燒就一個淺淺的鐵盤+酒精膏爐具 調味很重.油膩 鍋裡的肉量都少少的 另外再一些豆芽菜 點心是小小的茶凍上面2塊小片水果 味噌湯跟茶碗蒸還可以  一個人大概500元 說真的完全吃不飽 吃的是老闆娘態度熱情 (不喜歡吃飯一直被打擾的千萬不要來),0,1740,一般 餐點 CP 值 真的 不高 ( 無菜 單 不 知道   但 也 沒 有意 願 再訪 )   點的 是 鍋燒 套餐   鍋燒 就 一個 淺 淺 的 鐵盤 + 酒精 膏爐具   調味 很重 . 油膩   鍋裡 的 肉量 都 少少的   另外 再 一些 豆芽菜   點心 是 小小的 茶凍 上面 2 塊 小片 水果   味 噌 湯跟 茶碗 蒸還 可以     一個 人 大概 500 元   說 真的 完全 吃 不 飽   吃 的 是 老 闆 娘 態度 熱情   ( 不喜歡 吃 飯 一直 被 打擾 的 千萬 不要 來 )
1129,Mandy,7 個月前,5,老店，氛圍好 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1740,老店 ， 氛圍 好   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1130,徐碩為,7 個月前,5,獨家十八味增湯一絕,0,1740,獨家 十八 味 增湯 一絕
1131,郭紅帽,7 個月前,3,餐點：3/5  |  服務：3/5  |  氣氛：3/5  建議的餐點 三鮮定食,0,1740,餐點 ： 3 / 5     |     服務 ： 3 / 5     |     氣氛 ： 3 / 5     建議 的 餐點   三鮮定 食
1132,Ton T,7 個月前,5,非常好的味噌湯和冷蕎麥麵，味道很鮮美。 餐點：5/5  |  服務：5/5  |  氣氛：3/5  建議的餐點 Exclusive Miso Soup,0,1740,非常 好 的 味 噌 湯和冷 蕎麥 麵 ， 味道 很鮮美 。   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 3 / 5     建議 的 餐點   Exclusive   Miso   Soup
1133,lailai iii,8 個月前,5,,0,1740,
1134,張以青,8 個月前,5,和朋友看完華山展覽後，沿路邊走邊逛，發現的日本料理店，點了定食和炸牛蒡絲，料理乾淨、豐富，味道很滿意，服務人員親切，，一定會再來吃 建議的餐點 綜合串燒 三鮮定食,0,1740,和 朋友 看 完華山 展覽 後 ， 沿路 邊走邊 逛 ， 發現 的 日本 料理店 ， 點了 定食 和 炸 牛蒡 絲 ， 料理 乾淨 、 豐富 ， 味道 很 滿意 ， 服務人員 親切 ， ， 一定 會 再 來 吃   建議 的 餐點   綜合 串燒   三鮮定 食
1135,TJ TJ,8 個月前,5,料理好吃，食材新鮮，溫馨的日式料理，值得回訪的餐廳 建議的餐點,0,1740,料理 好吃 ， 食材 新鮮 ， 溫馨 的 日式 料理 ， 值得 回訪 的 餐廳   建議 的 餐點
1136,Emily Shieh,8 個月前,5,服務實在太好 東西又好吃,1,1740,服務實 在 太 好   東西 又 好吃
1137,Spenser Shih,8 個月前,5,,0,1740,
1138,陳彥瑋,8 個月前,5,在成功高中讀三年竟然都不知道 老闆娘很客氣 服務品質很讚 會常來！食材也很棒 很滿意,1,1740,在 成功 高中 讀 三年 竟然 都 不 知道   老 闆 娘 很 客氣   服務品 質 很 讚   會常來 ！ 食材 也 很棒   很 滿意
1139,徐偉倫,8 個月前,5,服務親切、餐點好吃、此次點選無菜單配菜，算是非常推薦的一家日式料理店,0,1740,服務 親切 、 餐點 好吃 、 此次 點選無菜 單 配菜 ， 算是 非常 推薦 的 一家 日式 料理店
1140,MEIJU LAI,8 個月前,5,很幸運的在情人節前一天訂到位置，店內氣氛很熱鬧，老闆娘很會照顧客人，服務人員添茶換紙巾也很快，可以感受到對客人的貼心！師父的手藝很好，食材鮮甜。很開心我們選擇無菜單料理，放心交給老闆/老闆娘，只要等著吃就好。,0,1740,很 幸運 的 在 情人 節 前一天 訂到 位置 ， 店內 氣氛 很 熱鬧 ， 老 闆 娘 很會 照顧 客人 ， 服務 人員添 茶換 紙巾 也 很快 ， 可以 感受 到 對 客人 的 貼心 ！ 師父 的 手藝 很 好 ， 食材 鮮甜 。 很 開心 我們 選擇 無菜 單 料理 ， 放心 交給 老 闆 / 老 闆 娘 ， 只要 等 著 吃 就 好 。
1141,Jill Liang,9 個月前,1,價格遠高於食材用料 配菜比主食好吃,0,1740,價格遠 高 於 食材 用料   配菜 比 主食 好吃
1142,陳虹伶,9 個月前,5,餐點很好吃，服務也很好，人多忘了送餐還贈送一盤炸牛蒡，也很讚，下次來要試無菜單料理,0,1740,餐點 很 好吃 ， 服務 也 很 好 ， 人多 忘 了 送餐 還贈 送 一盤 炸 牛蒡 ， 也 很 讚 ， 下次 來要 試無菜 單 料理
1143,Sean Andrews,9 個月前,5,很棒的經歷。友善的人們和美味的食物。,1,1740,很棒 的 經歷 。 友善 的 人們 和 美味 的 食物 。
1144,黃貞雯,10 個月前,5,餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1740,餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1145,林于傑,10 個月前,5,,0,1740,
1146,Anderson Huang,10 個月前,5,無菜單料理物超所值！,0,1740,無菜 單 料理 物超所值 ！
1147,yvonne wang,10 個月前,5,餐點好吃到來不及拍照！ 賓至如歸的好地方～ 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1740,餐點 好吃 到 來 不及 拍照 ！   賓至 如 歸 的 好 地方 ～   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1148,Richard Poulin III,10 個月前,5,小餐廳充滿了友善。有很多食物可供選擇，價格也很合理。來杯熱清酒和牛肉紫菜。 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1740,小餐 廳 充滿 了 友善 。 有 很多 食物 可供 選擇 ， 價格 也 很 合理 。 來杯熱 清酒 和 牛肉 紫菜 。   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1149,lisa huang,10 個月前,5,心中第一名的無菜單料理，每次吃到都很驚艷又驚喜。第一道的胡麻豆腐入口即化、第二道的和牛壽司、第三道我不喜歡吃鯖魚都愛上鯖魚、第四道松露龍蝦（松露加龍蝦配的剛剛好）、第五道午仔魚新鮮好吃、第六道握壽司精緻可口，最後18味味增湯必喝小到連冬瓜凍都可以看見店家的用心,0,1740,心中 第一名 的 無菜 單 料理 ， 每次 吃 到 都 很 驚艷 又 驚喜 。 第一道 的 胡麻 豆腐 入口 即 化 、 第二道 的 和 牛壽司 、 第三道 我 不 喜歡 吃 鯖 魚都 愛上 鯖魚 、 第四道 松露 龍 蝦 （ 松露 加龍 蝦配 的 剛剛 好 ） 、 第五道 午仔魚 新鮮 好吃 、 第六道 握壽司 精 緻 可口 ， 最 後 18 味味 增湯 必喝 小到連 冬瓜 凍 都 可以 看見 店家 的 用心
1150,Cid Tung,10 個月前,5,很有創意的無菜單料理，和西合併，草莓壽司 龍蝦加松露 海膽蒸蛋 星鰻比目魚海苔壽司 每道都好吃 每道都很精緻有特色，氣氛裝潢也很佳 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1740,很 有 創意 的 無菜 單 料理 ， 和 西合 併 ， 草莓 壽司   龍蝦 加松露   海膽 蒸蛋   星鰻 比目 魚 海苔 壽司   每道 都 好吃   每道 都 很 精 緻 有 特色 ， 氣氛 裝潢 也 很佳   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1151,詹老么,10 個月前,5,一間好的料理店 有人情味有好吃的料理 有好喝的酒,0,1740,一間 好 的 料理店   有 人情味 有 好吃 的 料理   有 好喝 的 酒
1152,Arthur Weng,10 個月前,5,餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 限量預訂豪華散壽司 生魚片,0,1740,餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   限量 預訂 豪華散 壽司   生魚片
1153,chiu melody,11 個月前,5,今晚點了兩客1500的無菜單料理，有驚艷到，每道創意料理精緻又好吃，生魚片非常新鮮，服務人員很親切，非常溫馨的小店，值得專程來訪,0,1740,今晚 點了 兩客 1500 的 無菜 單 料理 ， 有 驚艷到 ， 每道 創意 料理 精 緻 又 好吃 ， 生魚片 非常 新鮮 ， 服務人員 很 親切 ， 非常 溫馨 的 小店 ， 值得 專程 來訪
1154,周承勳,11 個月前,5,今天晚餐點了1500的無菜單套餐 吃完炸鯊魚肚 手工蝦餅 一個不知道什麼但很好吃的東西之後 我問老闆娘還剩幾道 我怕我會吃不飽可能要再點 結果老闆聽到之後就說：「吃不飽是不是！我讓你吃到撐～」 結果接下來上的壽司從本來的兩卷變成四卷+一條超浮誇的星鰻+上面的海膽 老闆還額外招待兩卷鮭魚卵花壽司 最後的蛤蜊味噌湯超級濃郁超級好喝！ 這家店的服務真的很溫暖 食物很新鮮好吃 老闆也很可愛大大推薦,0,1740,今天 晚餐 點了 1500 的 無菜 單 套餐   吃 完炸 鯊 魚肚   手工 蝦餅   一個 不 知道 什麼 但 很 好吃 的 東西 之 後   我問 老 闆 娘 還剩 幾道   我怕 我會 吃 不 飽 可能 要 再點   結果 老 闆 聽 到 之 後 就 說 ： 「 吃 不 飽 是不是 ！ 我 讓 你 吃 到 撐 ～ 」   結果 接下 來 上 的 壽司 從 本來 的 兩卷 變成 四卷 + 一條 超浮 誇 的 星鰻 + 上面 的 海膽   老 闆 還額 外 招待 兩卷 鮭 魚卵 花壽司   最 後 的 蛤蜊 味 噌 湯超級 濃郁 超級 好喝 ！   這家店 的 服務 真的 很溫 暖   食物 很新鮮 好吃   老 闆 也 很 可 愛 大大 推薦
1155,Bryce Chang,11 個月前,5,推薦無菜單料理 非常好吃 品質火侯掌控調味俱佳,0,1740,推薦 無菜 單 料理   非常 好吃   品質 火侯 掌控 調味 俱佳
1156,JOE YO,11 個月前,5,非常滿意，定在回顧！??????????,0,1740,非常 滿意 ， 定 在 回顧 ！ ? ? ? ? ? ? ? ? ? ?
1157,Nomad YC,11 個月前,4,食材新鮮、料理精緻美味,1,1740,食材 新鮮 、 料理 精 緻 美味
1158,楊華,11 個月前,4,不錯的，去過很多次,1,1740,不錯 的 ， 去過 很 多次
1159,Iris Yeh,11 個月前,5,餐點：5/5  |  服務：5/5  |  氣氛：5/5,1,1740,餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1160,Jimmy,1 年前,4,,0,1740,
1161,呂俊毅,1 年前,4,餐點：5/5  |  服務：5/5  |  氣氛：4/5,0,1740,餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 4 / 5
1162,Chung Shih Shih,1 年前,3,二魚二吃套餐 $488再加一成 表現普通 但份量偏少 尤其是烤魚 吃完之後同行友人還是覺得餓 同樣價位有更好選擇,0,1740,二魚 二 吃 套餐   $ 488 再加 一成   表現 普通   但 份量 偏少   尤其 是 烤魚   吃 完 之 後 同行 友人 還是 覺得 餓   同樣 價位 有 更好 選擇
1163,Wan Chen YU,1 年前,5,餐食優，服務好,1,1740,餐食 優 ， 服務好
1164,Valerio Zerillo,1 年前,4,高食品質量和良好的服務 餐點：5/5  |  服務：4/5  |  氣氛：4/5,0,1740,高 食品 質量 和 良好 的 服務   餐點 ： 5 / 5     |     服務 ： 4 / 5     |     氣氛 ： 4 / 5
1165,27江宜?,1 年前,4,精緻的餐點，偏定食種類的日料餐廳，店面挺有風味的，生意很好，服務的很勤,0,1740,精 緻 的 餐 點 ， 偏定 食種類 的 日料 餐廳 ， 店面 挺 有 風味 的 ， 生意 很 好 ， 服務 的 很勤
1166,weilin,1 年前,5,好吃喔～,0,1740,好吃 喔 ～
1167,Mos Liang,1 年前,4,氣氛不錯,0,1740,氣氛 不錯
1168,Ya Li Huang,1 年前,4,很好吃的日本料理店，點了松板豬定食，整套包含小菜、沙拉、湯、飯、茶碗蒸、甜點、主菜附帶也兩條很大的蝦，很豐富，口感很美味，服務也很好。,0,1740,很 好吃 的 日本 料理店 ， 點了 松板 豬定 食 ， 整套 包含 小菜 、 沙拉 、 湯 、 飯 、 茶碗 蒸 、 甜點 、 主菜 附帶 也 兩條 很大 的 蝦 ， 很 豐富 ， 口感 很 美味 ， 服務 也 很 好 。
1169,董恩?,1 年前,5,價錢合理 好吃 CP值超高 推！,0,1740,價錢 合理   好吃   CP 值 超高   推 ！
1170,Penny Liao,1 年前,5,很高品質的日式料理店，生魚片好吃到我沒有其他力氣說話，味噌湯跟其他店的味噌湯也不一樣，喝起來很鮮甜，還有前菜跟水果甜點，很喜歡！,0,1740,很 高品質 的 日式 料理店 ， 生魚片 好吃 到 我 沒 有 其他 力氣 說 話 ， 味 噌 湯跟 其他 店 的 味 噌 湯也 不 一樣 ， 喝起 來 很 鮮甜 ， 還有 前 菜 跟 水果 甜點 ， 很 喜歡 ！
1171,fj huang (richardhuang),1 年前,4,地方不大，但餐的內容水準之上，服務質量好。,1,1740,地方 不 大 ， 但餐 的 內容 水準 之上 ， 服務質量 好 。
1172,nini lee,1 年前,5,好好吃用料新鮮、連湯也好喝,1,1740,好 好吃 用料 新鮮 、 連湯 也 好喝
1173,Nightwing00,1 年前,3,食物不錯。,0,1740,食物 不錯 。
1174,Orake Chang,1 年前,5,朋友介紹到訪，一吃驚艷！（老闆娘非常熱情）  PS: 好吃到忘記拍照 ??更多,1,1740,朋友 介紹 到 訪 ， 一吃 驚艷 ！ （ 老 闆 娘 非常 熱情 ）     PS :   好吃 到 忘記 拍照   ? ? 更 多
1175,林素卿,1 年前,5,,1,1740,
1176,Elisa Jenny,1 年前,5,友好的工作人員提供美味的壽司，非常愉快！,1,1740,友好 的 工作 人員 提供 美味 的 壽司 ， 非常 愉快 ！
1177,Janice,1 年前,5,服務親切，料理美味，好吃 味珍湯很濃很好喝,0,1740,服務 親切 ， 料理 美味 ， 好吃   味珍湯 很濃 很 好喝
1178,曾妮小吃貨,1 年前,4,價錢偏貴 但服務不錯 無菜單的素食意外很優 ??更多,0,1740,價錢 偏貴   但 服務不錯   無菜 單 的 素食 意外 很優   ? ? 更 多
1179,謝承佑,1 年前,3,料理口味還不錯 今天的紅喉以價錢來看偏貴（很小隻不到15公分）以上應該評4顆星 然而茶水續補不積極 兩次都是渴到請求補茶才來補 後續喝完也不會主動補所以最終評三星,0,1740,料理 口味 還不錯   今天 的 紅喉 以價 錢 來 看 偏貴 （ 很小 隻 不到 15 公分 ） 以上 應該 評 4 顆星   然而 茶水 續補 不積極   兩次 都 是 渴到 請求 補茶 才 來 補   後 續 喝完 也 不會 主動 補 所以 最 終評 三星
1180,李玉如,1 年前,5,因為入住喜來登酒店， 而爬文找美味的餐廳， 很幸運的，小小作了功課 ??更多,0,1740,因為 入住 喜來 登 酒店 ，   而 爬 文找 美味 的 餐廳 ，   很 幸運 的 ， 小小 作 了 功課   ? ? 更 多
1181,Alannah Fang,1 週前,5,雞翅飯 $90,0,1741,雞翅飯   $ 90
1182,貓咪狗,2 週前,5,結論：便宜實惠又好吃，下次若來會想試試看別的品項！ -- 來台大醫院出差解決午餐，被同事推薦來杏園餐廳。 原本以為學餐就是類似美食街那樣，這邊是我第一次看到只有一間店的。 不過雖然只有一間店，但是有賣麵跟賣飯兩區，主菜選擇多樣，因為算半自助式的所以也沒所謂什麼服務。  點了一碗牛腩飯80$ 米飯軟硬度剛好，上面的滷汁量不會太多，剛好下飯 玉米粒脆甜、炒冬粉微辣、蔬菜不會炒太油 作為主角的牛腩有嚼勁也不會太老，口味就是經典的紅燒，份量不多不少剛剛好 餐點：5/5  |  服務：3/5  |  氣氛：3/5,0,1741,結論 ： 便宜 實惠 又 好吃 ， 下次 若來 會 想 試試 看別 的 品項 ！   --   來 台大 醫院 出差 解決 午餐 ， 被 同事 推薦 來杏園 餐廳 。   原本 以為 學餐 就是 類似 美食街 那樣 ， 這邊 是 我 第一次 看到 只有 一間 店 的 。   不過 雖然 只有 一間 店 ， 但是 有 賣 麵 跟 賣 飯 兩區 ， 主菜 選擇 多樣 ， 因為 算 半 自助式 的 所以 也 沒所謂 什麼 服務 。     點了 一碗 牛腩 飯 80 $   米 飯 軟 硬度 剛好 ， 上面 的 滷 汁 量 不 會 太 多 ， 剛好 下飯   玉米粒 脆甜 、 炒 冬粉 微辣 、 蔬菜 不會 炒 太油   作為 主角 的 牛腩 有 嚼 勁 也 不會 太 老 ， 口味 就是 經典 的 紅燒 ， 份量 不多不少 剛剛 好   餐點 ： 5 / 5     |     服務 ： 3 / 5     |     氣氛 ： 3 / 5
1183,Elliott Chen,3 週前,5,,1,1741,
1184,Jennifer LING,1 個月前,5,皮瘦麵（80元）好吃！ 11點就要排隊了，但不用排很久 感覺飯類也不錯吃 餐點：5/5  |  服務：4/5  |  氣氛：4/5,0,1741,皮瘦 麵 （ 80 元 ） 好吃 ！   11 點 就要 排隊 了 ， 但 不用 排 很 久   感覺 飯類 也 不錯 吃   餐點 ： 5 / 5     |     服務 ： 4 / 5     |     氣氛 ： 4 / 5
1185,Yuka,2 個月前,1,服務：1/5,1,1741,服務 ： 1 / 5
1186,王正綱,2 個月前,5,餐點：5/5  |  服務：4/5  |  氣氛：5/5,0,1741,餐點 ： 5 / 5     |     服務 ： 4 / 5     |     氣氛 ： 5 / 5
1187,Ludwig V. B,2 個月前,5,,0,1741,
1188,Charming Chang,3 個月前,3,便當配菜主菜都太鹹了。 小卷麵的小卷是現煮的好吃。 餐點：3/5  |  服務：3/5  |  氣氛：4/5,0,1741,便當 配菜 主菜 都 太 鹹 了 。   小卷 麵 的 小卷 是 現煮 的 好吃 。   餐點 ： 3 / 5     |     服務 ： 3 / 5     |     氣氛 ： 4 / 5
1189,Cindy Lin,3 個月前,5,,0,1741,
1190,JayT,4 個月前,5,"不錯吃,CP值高",0,1741,"不錯 吃 , CP 值高"
1191,Mao Liao,5 個月前,5,喜歡湯的瘦皮麵 東坡飯漲太多了 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1741,喜歡湯 的 瘦 皮 麵   東坡 飯漲 太多 了   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1192,何泰頡,5 個月前,5,,0,1741,
1193,pochou0522,5 個月前,5,美味 乾淨 CP值高,1,1741,美味   乾淨   CP 值高
1194,董哲豪,5 個月前,5,超級好吃,0,1741,超級 好吃
1195,陳賢成,6 個月前,5,,0,1741,
1196,陳牧禾,6 個月前,5,,0,1741,
1197,林佑達,7 個月前,5,每天都吃一樣的還是一樣好吃,0,1741,每天 都 吃 一樣 的 還是 一樣 好吃
1198,wei wei Chou,9 個月前,5,,1,1741,
1199,Yao-Yu Chung,9 個月前,5,台大醫學院的學生餐廳，價格平實。 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1741,台大 醫學院 的 學生 餐廳 ， 價格 平實 。   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1200,Hsin Chieh Huang,10 個月前,5,胖媽手藝好又親切。五星級餐廳水準的美食，賣平價小吃店的價格。,1,1741,胖媽 手藝 好 又 親切 。 五星 級 餐廳 水準 的 美食 ， 賣平價 小吃店 的 價格 。
1201,陳庭禾,10 個月前,3,便宜 食物還行 餐廳臭臭的,1,1741,便宜   食物 還行   餐廳 臭臭 的
1202,翟永誠,11 個月前,5,在寸土寸金的中正區，杏園簡直是最後的淨土，可以用外面找不到的價格吃到雙主菜，特別推薦瘦皮麵，一定要點，沒吃到會抱憾終身 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1741,在 寸土寸金 的 中正 區 ， 杏園 簡直 是 最 後 的 淨土 ， 可以 用 外面 找 不到 的 價格 吃 到雙 主菜 ， 特別 推薦 瘦 皮 麵 ， 一定 要點 ， 沒 吃 到 會 抱憾 終身   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
