comment
好吃的本幫菜 勝過很多新開的上海餐館就是餐廳裝潢有點廉價感
經典上海菜，台北已經很稀有了。 菜色經典之外，服務也是經典。茶水、客製化點餐、餐後水果……，真的令人回味無窮。大推醃篤鮮湯品，讓奶奶的拿手美味經典重現。 餐點：5/5  |  服務：5/5  |  氣氛：4/5
超沒衛生的餐廳，裡面工作人員有的有戴有的沒戴口罩，廚師是確確實實沒戴口罩，吧台搞沙拉的一手戴手套一手沒戴是怎樣？做完三明治還把手上的麵包屑拍一拍到餐點上然後端出去給客人，外場服務人員一個有戴口罩但是一直咳嗽打噴嚏，生病了餐飲業的請盡量休息為了你好也為了大家好，送餐的時候也是對著餐盤告訴客人這是什麼餐點，口水都沒在怕的，幾乎是吃完就逃出來了，超噁心的餐廳，你們的餐點是好吃的但是衛生真的不行，有改進了請告知會把星星加回去的。  客人們也很利害，都沒在怕的，吃完回去覺得頭昏昏的不會是被咳嗽的員工傳染了吧！希望不要，餐飲業注意一下衛生很難嗎？現在生意不好做，我也不希望給商家這樣的星等。 最後我只能說好險沒有點沙拉。  回家後過兩天兩個人覺得不舒服感冒了。 餐點：1/5  |  服務：1/5  |  氣氛：1/5  建議的餐點 青醬雞腿燉飯 牛肝菌野菇燉飯
義大利麵不錯 餐點：4/5  |  服務：4/5  |  氣氛：4/5
西式菜餚。如何使用我的美元有點令人困惑！您可以點主菜，然後添加組合 A 至 D 的配菜沙拉、咖啡、茶和湯。詳情請確認菜單。有些菜餚，例如沙拉，必須單獨點餐。詳情請查看菜單。  房間空間不大，不適合喜歡安靜的地方用餐的人。有時人們聊天和廚房準備時會很吵！ 餐點：4/5  |  服務：3/5  |  氣氛：4/5  建議的餐點 起司雞肉麵包餅
普通
義大利麵非常美味。 餐點：5/5  |  服務：5/5  |  氣氛：5/5
新鮮可口的麵條 餐點：4/5  |  服務：4/5  |  氣氛：4/5
餐點：4/5  |  服務：4/5  |  氣氛：4/5  建議的餐點 青醬雞腿燉飯 牛肝菌野菇燉飯
東西好吃不貴，服務人員對小孩友善  停車場：一個小時50元 餐點：5/5  |  服務：5/5  |  氣氛：4/5  停車位 很多停車位  附近的停車場 付費停車位
蒜辣海陸筆管麵好吃，香辣過癮 餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：5/5  |  服務：3/5  |  氣氛：4/5
餐點：5/5  |  服務：3/5  |  氣氛：4/5
燉飯很好吃 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 青醬雞腿燉飯
色香味俱全的餐點，記得用餐先訂位，服務人員親切，自行去櫃檯點餐及結帳唷！ 餐點：5/5  |  服務：5/5  |  氣氛：4/5
餐點不錯吃，就是薯條放太久冷掉了會比較鹹 餐點：4/5  |  服務：5/5  |  氣氛：5/5
服務親切快速，食物好吃不踩雷，音樂會開演前常客滿，不聊天的話其實半小時搞定。  停車場：國家音樂廳好停車 餐點：4/5  |  服務：4/5  |  氣氛：4/5  停車位 很多停車位  附近的停車場 付費室內停車場
餐點：4/5  |  服務：4/5  |  氣氛：3/5
我喜歡檸檬蛋糕，意大利面也很美味。 餐點：4/5  |  服務：3/5  |  氣氛：5/5  建議的餐點 Lemon Cake
餐點：5/5  |  服務：5/5  |  氣氛：5/5
如果不是來音樂廳，不會特地想來這裡吃東西 餐點：3/5  |  服務：4/5  |  氣氛：3/5
逛完自由廣場，走入國家音樂廳找間餐廳喝下午茶休息一下！點了老奶奶檸檬蛋糕（味道不錯，但用叉子切來吃，蛋糕碎掉很難叉起來吃），冰榛果拿鐵咖啡，冰餅乾紅茶（沒餅乾的餅乾紅茶，有特殊香味，不錯喝）!有員工很多在休息滑手機！ 餐點：4/5  |  服務：4/5  |  氣氛：4/5
餐點好吃服務親切，好吃 吃飯時間很熱鬧 人多時需要等待 餐點：5/5  |  服務：5/5  |  氣氛：3/5
桌距很窄，隔壁桌聊天內容聽得一清二楚，甚至有點吵。餐點還可以，不過這次的燉飯和熱紅茶端上來都只有微溫，不知是否是餐點完成到出餐間隔時間沒拿捏好。
味道普普通通 5.半而已就沒有義大利麵 剩管麵 餐點：3/5  |  服務：4/5  |  氣氛：3/5
很棒的環境 餐點：5/5  |  服務：5/5  |  氣氛：5/5
來音樂廳順便在這裡用餐，環境安靜、餐點好吃，推薦 餐點：5/5  |  服務：5/5  |  氣氛：5/5

店員帥 服務好 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 青醬雞腿燉飯
環境舒適，餐點美味，服務也非常客氣！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5

環境好 餐點好吃！
鮭魚義大利麵跟明太子義大利麵好好吃，醬濃料多。  沙拉醬很好吃！ 餐點：5/5  |  服務：4/5  |  氣氛：4/5
放鬆的用餐環境，好聽的音樂，每次都是在對面的春水堂，今天好好Enjoy. 餐點：4/5  |  服務：4/5  |  氣氛：5/5
我也笑死8/23中午來用餐的先生，全世界都在門口等帶位，就你非得衝進去，是沒看到服務人員都在忙，我們在門口等待的都看傻眼，到底憑什麼說服務人員態度差啊，你態度才差吧，不會體諒服服務人員中午出餐期忙碌，自己都不聽別人說話，還有臉說別人態度差。 服務人員辛苦了，在餐期中可以看出大家很努力的盡量在滿足客人的需求，餐點也很好吃！
午班的櫃檯態度奇差無比，店內空位很多，在外面等待沒有見到服務人員接應，我們直接走進去還被罵，口氣很差說下次要在外面等，笑死，見到這種態度我一次都不願意在這裡花錢，哪來下次 服務：1/5
演出前一位難求，務必訂位 餐點：5/5  |  服務：5/5  |  氣氛：5/5
不收服務費，很讚！東西很好吃，味道很夠，價格合理，氣氛佳，服務態度好。 餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：4/5  |  服務：5/5  |  氣氛：4/5  停車位 很多停車位  附近的停車場 付費室內停車場
薯條好吃

很棒的餐廳，期待很久了 餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：4/5  |  服務：5/5  |  氣氛：4/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 牛肝菌野菇燉飯
餐點：5/5  |  服務：5/5  |  氣氛：5/5
氣氛好，地點方便 餐點：5/5  |  服務：5/5  |  氣氛：5/5

餐廳內裝潢、氛圍舒適 餐點：5/5  |  服務：5/5  |  氣氛：5/5
好棒棒 餐點：5/5  |  服務：5/5  |  氣氛：5/5

環境很好，乾淨 訂位和現場候位各半 廚房現做餐點不錯吃～ 打卡再送薯條 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 青醬雞腿燉飯
好店，值得再來 餐點：5/5  |  服務：5/5  |  氣氛：5/5
服務親切，食物好吃 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 青醬雞腿燉飯
餐點：5/5  |  服務：5/5  |  氣氛：5/5
非常棒的用餐環境，看表演前或表演後來用餐真的適合，就在音樂廳下方，餐點好吃美味，服務人員都非常有禮，不需服務費，這點超加分 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 青醬雞腿燉飯

餐廳氛圍佳，食物好吃
東西好吃 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 牛肝菌野菇燉飯
環境不錯，可惜噪音太大。 適合 ?? 或  休息。 有吃午飯的時間。 餐點：4/5  |  服務：3/5  |  氣氛：3/5
點餐時說開到八點半，但七點四十五就被趕出來：服務生說「我們要進行打掃工作了。」 （？？？？？？）

座位有點擠 但通常都會有位子
餐點：4/5  |  服務：4/5  |  氣氛：5/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5
東西意外的好吃。雞腿頓飯的蛋白質比較多。 建議大家在吃沙拉跟雞腿頓飯之前。 起司粉多加一點會更好吃。 因為我今天剛剛運動完。 可以高碳水飲食。所以我點了蛋糕。 今天的每日例湯是紅蘿蔔。 我不喜歡。所以沒有點。 咖啡好喝。頓飯因為青菜量太少。 所以我選擇的是沙拉組合。 想讓自己吃的比較健康。 飲料部分冰美式也意外的好喝。 檸檬蛋糕很美味。 他跟咖啡是絕配。 如果花一樣的費用我覺得把錢花在點正餐比點飲料滑算喔。 餐點：5/5  |  服務：4/5  |  氣氛：5/5  建議的餐點 青醬雞腿燉飯
假日兩廳院的好朋友 服務人員很客氣 餐點份量還蠻多的 是吃得飽的店 餐點：5/5  |  服務：5/5  |  氣氛：5/5  停車位 很多停車位
位於國家音樂廳裡面的餐廳，餐點味道還不錯，上菜速度也滿快的。 餐點：4/5  |  服務：4/5  |  氣氛：4/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5
讚啦！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5

餐點：5/5  |  服務：5/5  |  氣氛：5/5
棒
餐點：5/5  |  服務：5/5  |  氣氛：5/5
氣氛佳餐點好吃 餐點：5/5  |  服務：5/5  |  氣氛：5/5
愜意舒服的用餐空間～ 餐點：3/5  |  服務：5/5  |  氣氛：5/5
打卡送薯條???? 餐點：5/5  |  服務：5/5  |  氣氛：5/5
很好吃 餐點：5/5  |  服務：5/5  |  氣氛：5/5
推老奶奶檸檬蛋糕超好吃，常賣完，想吃要趁早喔 餐點：5/5  |  服務：5/5  |  氣氛：5/5
特殊餐點：店員態度不錯 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 水果磅蛋糕
東西好吃，人潮不會很擠，是個舒適的用餐環境！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點美味，價格合理，可以讓人待整個下午都不無聊，黑膠唱片很有質感，還可以自己選！當天負責點餐的男店員很親民專業，是會一訪再訪的店家，歡迎大家來試試看！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5

價格親民，餐點好吃，食材新鮮，平日的商業午餐還免費附沙拉，咖啡很有個人風味，Cp值很高 餐點：5/5  |  服務：5/5  |  氣氛：4/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5
價格划算而且好吃   餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 起司雞肉麵包餅
餐點：5/5  |  服務：5/5  |  氣氛：5/5
舒服的用餐環境 餐點：5/5  |  服務：5/5  |  氣氛：5/5
氣氛好～餐點佳 餐點：5/5  |  服務：5/5  |  氣氛：5/5
很舒服的空間??????可以電話訂位很方便 餐點：5/5  |  服務：5/5  |  氣氛：5/5
打卡送薯條，環境很乾淨 服務：5/5  |  氣氛：5/5
服務好 食物好吃 餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5
東西好吃 ??更多

親子友善程度：無   ??更多
一級棒

期待。
更多
更多
吃過2-3次，覺得氛圍和餐點都好吃 ??更多
好吃
餐點：5/5  |  服務：3/5  |  氣氛：3/5
鍋貼真的很大，也不會太油，但麵皮有點硬，口味中規中矩。 三鮮水餃裡面有放蝦仁，增加了口感，個人覺得一定要點，好吃。 酸辣湯也中規中矩。 小菜部分點了干絲，口味不錯，很有味道。 餐點：4/5  |  服務：4/5  |  氣氛：4/5  建議的餐點 三鮮水餃 dumpling with shrimp pork fish
罕見的大餃子和其他菜單上的菜餚都很美味！ 餐點：5/5  |  服務：4/5  |  氣氛：5/5
水餃是一份三鮮都有 鍋貼特色超大 泡菜蠻入味 餐點：4/5  |  服務：4/5  |  氣氛：3/5  建議的餐點 三鮮水餃 dumpling with shrimp pork fish 巨無霸大鍋貼 big pot sticker
超大鍋貼，好飽 餐點：4/5  |  服務：4/5  |  氣氛：4/5
櫃檯阿姨態度不佳，食物普普
謝謝再聯絡 餐點：2/5  |  服務：1/5  |  氣氛：1/5
餐點：4/5  |  服務：3/5  |  氣氛：3/5
開車到國家戲劇院欣賞舞台劇，把車停在劇院地下停車場後，到附近找餐廳吃午餐…看到這家餃子館，強調的是基隆三鮮水餃和一些傳統麵食，很合乎我們的口味，於是就選定這家餃子店祭五臟廟！ 三鮮水餃那是必點的，既然點了水餃，配碗酸辣湯也是很自然的…後來發現菜單上有個大鍋貼選項，於是點了一份。既然吃麵食，炸醬麵是個人必點的項目！館子出菜速度還蠻快的…首先端上來的是炸醬麵，炸醬和細切的小黃瓜一起搭配，個人覺得這就是標準的炸醬麵的味道！店家這道料理可說是相當道地！而值得一提的是，除了炸醬醬料好吃之外，麵本身的Q度和香氣，也成了這碗麵好吃的重要因素之一。 接著端上來是酸辣湯，先舀一小湯匙嚐嚐味道…嗯…讓我想起小時候吃當時稱外省人賣的酸辣湯，就是這樣的味道！真是好喝啊！ 接著店長端上一盤看起來有點誇張的「大鍋貼」！哇！第一次看到這麼大的鍋貼，煎得非常漂亮！咬下去時，可以吃到鍋貼焦的那一層的濃濃香氣，讓人吃了這份大鍋貼後，會有相當的幸福感… 最後上來三鮮水餃，味道不錯！相較於我們上回去基隆吃的三鮮水餃，這家的三鮮水餃料實在，內容物吃得到蝦子、豬肉和韭菜，是真的三鮮！而之前基隆去吃的那一家，餡料就沒看到有蝦子，反而是台北市這家比較真材實料！ 很巧也很幸運吃到這家麵食，道地的麵食料理，讓吃的人覺得滿意！店家也贏得了好的名聲！各位若有去國家戲劇院看表演時，不妨到這家麵食館去嚐嚐！ 餐點：5/5  |  服務：4/5  |  氣氛：4/5  建議的餐點 巨無霸大鍋貼 big pot sticker 炸醬麵
餐點：4/5  |  服務：2/5  |  氣氛：3/5
巨無霸大鍋貼 紅燒牛肉麵 好吃

餐點：4/5  |  服務：4/5  |  氣氛：3/5
水餃跟牛肉麵都很合我胃口，水餃是三鮮水餃，很鮮甜，牛肉麵湯頭不油膩，麵條手工的吧，細細捲捲的，吃來有Q度，我喜歡，牛肉有燉透軟而不爛，難得有小妞吃了不會吐出渣的牛肉，兩小對這牛肉麵都有很高的評價，只要有老的不愛這種捲的手工麵條。巨無霸大鍋貼，視覺上很爽，吃來很脆，不過內餡因為沒海鮮，就被水餃的鮮甜味比下去了，但其實也還是很不賴的。 餐點：5/5  |  服務：5/5  |  氣氛：4/5
三鮮水餃有點煮過頭 巨無霸鍋貼一面煎的很好看 但實在太油了 另外一面皮都是裂開的狀 餡料味道普通沒有吃起來很驚艷的感覺 用餐環境不是很乾淨過於陳舊 餐點：3/5  |  服務：3/5  |  氣氛：2/5
很特別的水餃店，連湯餃都是用三鮮水餃，是韭菜基底，配上鮮蝦的水餃，口感非常不錯！ 餐點：4/5  |  服務：4/5  |  氣氛：3/5
第一次吃錯估大鍋貼大小了，差點吃不完，但鍋貼很好吃，水餃是三鮮水餃，都是自己包的，很大顆飽滿！傻瓜乾麵就普通了點！ 餐點：5/5  |  服務：5/5  |  氣氛：3/5  建議的餐點 巨無霸大鍋貼 big pot sticker
三訪水餃館，巨無霸鍋貼還是很好吃。 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 巨無霸大鍋貼 big pot sticker
酸辣湯餃大鍋貼炸醬麵都好吃值得再光顧喔 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 三鮮水餃 dumpling with shrimp pork fish 巨無霸大鍋貼 big pot sticker 炸醬麵
就是為了這個大鍋貼！皮煎的極脆、內餡多汁，非常美味
還不錯 餐點：4/5  |  服務：4/5  |  氣氛：4/5
"7/20 中午跟同事光顧，送餐人員疑似不熟悉桌號，送錯餐點...店家竟然責怪客人""搶食""，是趟讓人無法愉快的用餐經驗 ! 餐點：1/5  |  服務：1/5  |  氣氛：1/5"
近中正紀念堂的麵食館，點了一份三鮮水餃75元（好吃）及一碗小米粥25元，滿多客人是點巨無霸大鍋貼6粒一份100元。 餐點：3/5  |  服務：3/5  |  氣氛：2/5
餐點：4/5  |  服務：4/5  |  氣氛：4/5
? 大鍋貼 $100 每次來楊家，必點的就是巨無霸大鍋貼，皮煎得恰恰地，很有焦脆感，韭菜和豬肉的內餡，飽滿多汁，味道很好，雖然稍微偏油膩了點，但不減我對它的喜愛！  ? 牛肉湯餃 $100 韭菜豬肉水餃內餡也是很飽滿實在，紅燒牛肉湯頭好喝不油膩，喜歡！  ? 小菜：招牌高麗菜冬粉 $35 小菜首推此道，高麗菜加上冬粉，是帶著酸甜的滋味，特別又很開胃，也很適合解鍋貼的油膩。  ? 小菜：涼拌甘絲 $35  ? 小菜：煙燻豬耳朵 $35  ? 小菜：皮蛋豆腐 $35  ? 酸辣湯（小碗）$40  ? 番茄蛋花湯 $40  很喜歡這兒的大鍋貼和水餃，湯類也都很不錯，小菜類我比較推薦招牌高麗菜冬粉，其它小菜個人覺得普普通通吶！
